# NPROCS NNODES ILINES TIME - von Patricks Gruppe
10 1 200 45.0390
10 2 200 96.3492
10 3 200 88.9011
10 4 200 90.6100
10 6 200 91.3328
10 8 200 94.5982
10 10 200 68.2501
